ap_lift,auroc,average_precision,error_fraction_threshold,family,minimum_support,n,positives,prevalence,scene,score
0.11264960529666407,0.5769230769230769,0.3479437229437229,0.4,association,10,17,4,0.23529411764705882,office0,voxel_second_region_residual
0.0018426368216284406,0.45238095238095244,0.8253720485863343,0.1,association,10,17,14,0.8235294117647058,office0,voxel_owner_entropy_residual
0.004136571984165505,0.4393939393939394,0.6511953955135773,0.2,association,10,17,11,0.6470588235294118,office0,voxel_owner_entropy_residual
-0.01897387742975981,0.4583333333333333,0.45161435786435783,0.3,association,10,17,8,0.47058823529411764,office0,voxel_owner_entropy_residual
0.0025305576776165073,0.4230769230769231,0.23782467532467533,0.4,association,10,17,4,0.23529411764705882,office0,voxel_owner_entropy_residual
0.04956308280888111,0.5952380952380953,0.873092494573587,0.1,association,10,17,14,0.8235294117647058,office0,framebalanced_disagreement_residual
-0.08323398229815349,0.31818181818181823,0.5638248412312583,0.2,association,10,17,11,0.6470588235294118,office0,framebalanced_disagreement_residual
-0.09837861280875987,0.25,0.37220962248535777,0.3,association,10,17,8,0.47058823529411764,office0,framebalanced_disagreement_residual
-0.024661000763941954,0.32692307692307687,0.21063311688311687,0.4,association,10,17,4,0.23529411764705882,office0,framebalanced_disagreement_residual
-0.06017697871689465,0.33333333333333337,0.7633524330478112,0.1,association,10,17,14,0.8235294117647058,office0,nonspatial_label_entropy_residual
-0.07487062848025416,0.28787878787878785,0.5721881950491576,0.2,association,10,17,11,0.6470588235294118,office0,nonspatial_label_entropy_residual
-0.13988190118704824,0.09722222222222224,0.3307063341070694,0.3,association,10,17,8,0.47058823529411764,office0,nonspatial_label_entropy_residual
-0.015101809954751133,0.34615384615384615,0.2201923076923077,0.4,association,10,17,4,0.23529411764705882,office0,nonspatial_label_entropy_residual
0.13358688463730484,0.8333333333333334,0.9571162964020107,0.1,association,10,17,14,0.8235294117647058,office0,num_detections
0.09995375984680799,0.696969696969697,0.7470125833762198,0.2,association,10,17,11,0.6470588235294118,office0,num_detections
0.2684359349800527,0.8472222222222223,0.7390241702741703,0.3,association,10,17,8,0.47058823529411764,office0,num_detections
0.41053921568627444,0.9038461538461539,0.6458333333333333,0.4,association,10,17,4,0.23529411764705882,office0,num_detections
0.12509401908911733,0.8888888888888888,0.9822368762319744,0.1,mask,10,21,18,0.8571428571428571,office0,voxel_second_region_residual
0.19730392156862742,0.85,0.9592086834733893,0.2,mask,10,21,16,0.7619047619047619,office0,voxel_second_region_residual
