bbox_gap_voxels,contact_fraction_r1,contact_fraction_r2,duplicate_score_r1,duplicate_score_r2,exact_voxel_iou,gt_false_split_pair,gt_instance_id,gt_instance_label,label_hist_cosine,left_index,left_label,left_uid,min_distance_m,right_index,right_label,right_uid,scene,voxel_size_m
0,0.05104408352668213,0.12529002320185614,0.02483236584725234,0.06095217071598301,0.00471253534401508,False,,,0.4864886218257163,11,picture,a036bb7e-c379-40ec-9eda-f80c14c8ac52,0.0,21,sofa chair,988a8dab-de7d-42db-9fd2-c902bd5b5ffe,office0,0.1
1,0.0,0.18333333333333332,0.0,0.00012504364421340742,0.0,False,,,0.0006820562411640405,12,storage bin,6d8a2ab3-581c-4cfa-a26f-4d2ca2783e47,0.30000000000000004,13,stuffed animal,f73e4700-c9c6-4021-a23a-8c32740fe8bc,office0,0.1
0,1.0,1.0,0.891416302304504,0.891416302304504,0.11976047904191617,True,5,rug,0.891416302304504,12,storage bin,6d8a2ab3-581c-4cfa-a26f-4d2ca2783e47,0.0,14,potted plant,11c2cbf2-0f87-4e84-9e34-027c95bc0095,office0,0.1
2,0.0,0.1111111111111111,0.0,0.0,0.0,False,,,0.0,12,storage bin,6d8a2ab3-581c-4cfa-a26f-4d2ca2783e47,0.316227766016838,17,power outlet,ba978909-8c9f-40bf-a313-897fe724a871,office0,0.1
0,0.38333333333333336,0.75,0.2872349737876359,0.5619814704540702,0.010752688172043012,True,5,rug,0.7493086272720937,12,storage bin,6d8a2ab3-581c-4cfa-a26f-4d2ca2783e47,0.0,20,potted plant,c24d74d6-16cb-4111-b207-79e4c653454b,office0,0.1
0,0.0,0.014598540145985401,0.0,4.255753661992016e-06,0.0,False,,,0.00029151912584645306,13,stuffed animal,f73e4700-c9c6-4021-a23a-8c32740fe8bc,0.30000000000000004,14,potted plant,11c2cbf2-0f87-4e84-9e34-027c95bc0095,office0,0.1
0,0.0,0.5555555555555556,0.0,0.0,0.0,True,0,unknown,0.0,13,stuffed animal,f73e4700-c9c6-4021-a23a-8c32740fe8bc,0.316227766016838,17,power outlet,ba978909-8c9f-40bf-a313-897fe724a871,office0,0.1
2,0.0,0.08695652173913043,0.0,8.674706981460665e-05,0.0,False,,,0.0009975913028679765,13,stuffed animal,f73e4700-c9c6-4021-a23a-8c32740fe8bc,0.316227766016838,18,mat,2179aae3-5b9e-4a14-876d-412607185a6c,office0,0.1
0,0.0,0.029197080291970802,0.0,7.160870813155802e-07,0.0,False,,,2.4525982535058623e-05,13,stuffed animal,f73e4700-c9c6-4021-a23a-8c32740fe8bc,0.223606797749979,20,potted plant,c24d74d6-16cb-4111-b207-79e4c653454b,office0,0.1
0,0.06786427145708583,0.18163672654690619,0.0017992287249436853,0.004815582763819864,0.008712487899322363,False,,,0.026512164446964304,14,potted plant,11c2cbf2-0f87-4e84-9e34-027c95bc0095,0.0,15,refrigerator,84ce19e7-54b7-4cde-a9d6-5b4de113ed8e,office0,0.1
0,0.08,0.92,0.07651238708528743,0.8798924514808055,0.0,False,,,0.9564048385660929,14,potted plant,11c2cbf2-0f87-4e84-9e34-027c95bc0095,0.14142135623730953,16,potted plant,e6680a1b-b804-4601-8d51-8ff31b1c5255,office0,0.1
0,0.0,0.6666666666666666,0.0,0.0,0.0,False,,,0.0,14,potted plant,11c2cbf2-0f87-4e84-9e34-027c95bc0095,0.223606797749979,17,power outlet,ba978909-8c9f-40bf-a313-897fe724a871,office0,0.1
0,0.2222222222222222,0.8888888888888888,0.21253440857024286,0.8501376342809714,0.0,False,,,0.9564048385660929,14,potted plant,11c2cbf2-0f87-4e84-9e34-027c95bc0095,0.1,19,potted plant,e001d156-eb97-421e-b8db-840ae462d701,office0,0.1
0,0.8734177215189873,0.9493670886075949,0.8454175751875027,0.9189321469429378,0.4110535405872193,True,5,rug,0.9679418614465611,14,potted plant,11c2cbf2-0f87-4e84-9e34-027c95bc0095,0.0,20,potted plant,c24d74d6-16cb-4111-b207-79e4c653454b,office0,0.1
0,0.0,0.28,0.0,0.004204563563850769,0.0,False,,,0.015016298442324171,15,refrigerator,84ce19e7-54b7-4cde-a9d6-5b4de113ed8e,0.223606797749979,16,potted plant,e6680a1b-b804-4601-8d51-8ff31b1c5255,office0,0.1
